0	-128.631194	1.497365	1
1	-128.027582	1.511368	1
2	-127.091243	1.46678	1
3	-127.040702	1.488694	1
4	-126.868025	1.440938	1
5	-126.244589	1.454346	1
6	-126.233409	1.489121	1
7	-125.66061	1.486537	1
8	-125.553567	1.504873	1
9	-125.433044	1.480902	1
10	-125.23124	1.484266	1
11	-125.231084	1.484264	1
12	-125.231084	1.484264	1
13	-125.231083	1.484264	1
14	-125.231081	1.484264	1
15	-125.231074	1.484264	1
16	-125.217409	1.484356	1
17	-125.217405	1.484356	1
18	-125.217404	1.484356	1
19	-125.13594	1.481691	1
20	-125.059998	1.45687	1
21	-124.961836	1.465118	1
22	-124.958433	1.504037	1
23	-124.71298	1.42687	1
24	-124.60933	1.474853	1
25	-124.521639	1.464165	1
26	-124.461985	1.412538	1
27	-124.446346	1.407073	1
28	-124.335805	1.482227	1
29	-124.325483	1.45778	1
30	-124.297515	1.454811	1
31	-124.270418	1.451689	1
32	-124.239985	1.483544	1
33	-124.120209	1.461089	1
34	-124.093271	1.452157	1
35	-124.015146	1.459779	1
36	-123.958822	1.462569	1
37	-123.939502	1.439044	1
38	-123.733676	1.455826	1
39	-123.630389	1.421454	1
40	-123.622823	1.461961	1
41	-123.60213	1.461996	1
42	-123.419745	1.460465	1
43	-123.401706	1.463136	1
44	-123.401459	1.463132	1
45	-123.40144	1.463131	1
46	-123.401397	1.46313	1
47	-123.226955	1.45272	1
48	-123.226874	1.452719	1
49	-123.226861	1.452719	1
50	-123.22676	1.452719	1
51	-123.204992	1.4204	1
52	-123.199372	1.462466	1
53	-123.199363	1.462466	1
54	-123.177112	1.453007	1
55	-123.177111	1.453007	1
56	-123.153059	1.436209	1
57	-123.13873	1.392197	1
58	-123.116855	1.439641	1
59	-123.073845	1.426521	1
60	-123.044405	1.437359	1
61	-122.937203	1.429628	1
62	-122.878131	1.518188	1
63	-122.848209	1.44613	1
64	-122.837299	1.463885	1
65	-122.831119	1.466106	1
66	-122.830692	1.452229	1
67	-122.78399	1.482426	1
68	-122.779263	1.450846	1
69	-122.656844	1.454981	1
70	-122.645399	1.418437	1
71	-122.628331	1.508281	1
72	-122.577802	1.457284	1
73	-122.513517	1.44954	1
74	-122.482689	1.438342	1
75	-122.466023	1.500154	1
76	-122.403547	1.428793	1
77	-122.366291	1.443301	1
78	-122.33924	1.435887	1
79	-122.284176	1.510997	1
80	-122.277802	1.465674	1
81	-122.187366	1.480366	1
82	-122.142829	1.451362	1
83	-122.110694	1.482256	1
84	-122.053811	1.441369	1
85	-122.037523	1.416541	1
86	-122.002264	1.436725	1
87	-121.994497	1.440911	1
88	-121.956876	1.490004	1
89	-121.899446	1.412232	1
90	-121.89371	1.429018	1
91	-121.843006	1.478288	1
92	-121.835791	1.419419	1
93	-121.822471	1.435365	1
94	-121.78532	1.4555	1
95	-121.697902	1.461518	1
96	-121.622928	1.43944	1
97	-121.618534	1.452348	1
98	-121.510068	1.437002	1
99	-121.48496	1.508716	1
100	-121.428755	1.488782	1
101	-121.388392	1.404328	1
102	-121.386734	1.457458	1
103	-121.374394	1.426353	1
104	-121.374283	1.426353	1
105	-121.345205	1.451117	1
106	-121.282188	1.472439	1
107	-121.28217	1.472439	1
108	-121.28214	1.472438	1
109	-121.242075	1.416504	1
110	-121.169016	1.497761	1
111	-121.161899	1.43459	1
112	-121.141053	1.413296	1
