0	-124.302231	1.434013	1
1	-123.096325	1.424433	1
2	-122.440754	1.424457	1
3	-120.766508	1.425909	1
4	-120.707962	1.416205	1
5	-120.573778	1.449942	1
6	-120.280087	1.424329	1
7	-119.648854	1.454023	1
8	-118.943645	1.408756	1
9	-118.871657	1.390692	1
10	-118.789426	1.433231	1
11	-118.611624	1.383271	1
12	-118.547927	1.443895	1
13	-118.427038	1.435299	1
14	-118.33935	1.406262	1
15	-118.129626	1.370821	1
16	-117.499034	1.431479	1
17	-117.372735	1.421655	1
18	-117.280561	1.394844	1
19	-117.277151	1.427081	1
20	-117.272013	1.407473	1
21	-117.26738	1.423088	1
22	-117.256115	1.374144	1
23	-117.251217	1.435651	1
24	-117.049762	1.44946	1
25	-116.680291	1.440526	1
26	-116.657263	1.371246	1
27	-116.599105	1.36805	1
28	-116.585638	1.400552	1
29	-116.581088	1.421974	1
30	-116.39734	1.437791	1
31	-116.397226	1.43779	1
32	-116.397215	1.43779	1
33	-116.397213	1.43779	1
34	-116.397213	1.43779	1
35	-116.397211	1.43779	1
36	-116.397211	1.43779	1
37	-116.397185	1.437789	1
38	-116.391973	1.437629	1
39	-116.391967	1.437629	1
40	-116.391959	1.437629	1
41	-116.391949	1.437629	1
42	-116.391949	1.437629	1
43	-116.391927	1.437629	1
44	-116.391897	1.437628	1
45	-116.391884	1.43763	1
46	-116.187121	1.42408	1
47	-116.072367	1.413016	1
48	-116.072292	1.413016	1
49	-116.072266	1.413016	1
50	-116.072261	1.413015	1
51	-116.072251	1.413015	1
52	-116.072241	1.413015	1
53	-116.072236	1.413015	1
54	-116.072225	1.413015	1
55	-116.043827	1.412837	1
56	-116.043796	1.412836	1
57	-116.043758	1.412836	1
58	-116.043743	1.412836	1
59	-116.009514	1.438419	1
60	-115.992368	1.437735	1
61	-115.857179	1.468556	1
62	-115.818433	1.468447	1
63	-115.814847	1.451285	1
64	-115.806165	1.410678	1
65	-115.702713	1.352362	1
66	-115.645456	1.4432	1
67	-115.586942	1.413378	1
68	-115.47536	1.458344	1
69	-115.393345	1.408759	1
70	-115.273477	1.395551	1
71	-115.239457	1.331455	1
72	-115.184394	1.413522	1
73	-115.184358	1.413522	1
74	-115.184341	1.413522	1
75	-115.184338	1.413523	1
76	-115.184337	1.413521	1
77	-115.184336	1.413522	1
78	-115.184323	1.413522	1
79	-115.175738	1.413467	1
80	-115.175735	1.413467	1
81	-115.175708	1.413467	1
82	-115.161482	1.366722	1
83	-115.00271	1.454472	1
84	-114.968955	1.405353	1
85	-114.967784	1.407103	1
86	-114.967442	1.397028	1
87	-114.863888	1.419227	1
88	-114.73473	1.463493	1
89	-114.733746	1.419108	1
90	-114.73361	1.419104	1
91	-114.710155	1.419003	1
92	-114.710133	1.419004	1
93	-114.710082	1.419002	1
94	-114.702814	1.424116	1
95	-114.67337	1.41602	1
96	-114.646394	1.391975	1
97	-114.640874	1.461472	1
98	-114.567971	1.351407	1
99	-114.333926	1.4399	1
100	-114.291197	1.451896	1
101	-114.222302	1.415409	1
102	-114.202806	1.348015	1
103	-114.196002	1.427464	1
104	-114.190673	1.384877	1
105	-114.137934	1.413694	1
106	-114.028615	1.374517	1
107	-113.973974	1.399106	1
108	-113.940113	1.408038	1
109	-113.917593	1.378937	1
110	-113.910339	1.437347	1
111	-113.907253	1.421249	1
112	-113.858661	1.427349	1
113	-113.854834	1.38775	1
114	-113.832584	1.362049	1
115	-113.812085	1.229042	1
116	-113.739577	1.473302	1
117	-113.715694	1.436741	1
118	-113.671737	1.423593	1
119	-113.662669	1.423539	1
120	-113.650444	1.430639	1
121	-113.623604	1.465345	1
122	-113.59829	1.401268	1
123	-113.586435	1.382132	1
124	-113.474176	1.463062	1
125	-113.470325	1.378623	1
126	-113.455556	1.379215	1
127	-113.427529	1.39674	1
128	-113.401371	1.432366	1
129	-113.391994	1.395831	1
130	-113.321278	1.400959	1
131	-113.263989	1.373235	1
132	-113.197798	1.417458	1
133	-113.182	1.235208	1
134	-113.159692	1.429984	1
135	-113.132278	1.366226	1
136	-113.11007	1.438337	1
